Designator,Mid X,Mid Y,Rotation,Layer
J1,139.96,-125.24,90.0,top
J10,153.25,-101.13,0.0,top
J11,160.51,-101.08,180.0,top
J2,139.96,-131.0,270.0,top
J3,153.25,-73.415,90.0,top
J4,160.525,-73.4,90.0,top
J8,115.63,-101.09,180.0,top
J9,109.45,-101.13,0.0,top
R1,120.67,-76.79,270.0,top
R2,124.86,-85.72,0.0,top
U1,135.055,-72.245,0.0,top
